	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	Taxid_domain	SpeciesName	Cultured	Isolated	Collection
GCF_009911405.1	PRJNA224116	SAMN09901032	QXXG00000000.1	na	823	823.0	Parabacteroides distasonis	strain=X5		latest	Contig	Major	Full	2020/01/21	ASM991140v1	Chinese Academy of Science	GCA_009911405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/405/GCF_009911405.1_ASM991140v1			2.0		True	True	
GCF_009911435.1	PRJNA224116	SAMN09901029	QXXI00000000.1	na	1694	1694.0	Bifidobacterium pseudolongum	strain=22-20		latest	Contig	Major	Full	2020/01/21	ASM991143v1	Chinese Academy of Science	GCA_009911435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/435/GCF_009911435.1_ASM991143v1			2.0		True	True	
GCF_009911455.1	PRJNA224116	SAMN09901027	QXXK00000000.1	na	1898203	1898203.0	Lachnospiraceae bacterium	strain=1XD21-19		latest	Contig	Major	Full	2020/01/21	ASM991145v1	Chinese Academy of Science	GCA_009911455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/455/GCF_009911455.1_ASM991145v1			2.0		True	True	
GCF_009911465.1	PRJNA224116	SAMN09901028	QXXJ00000000.1	na	1898203	1898203.0	Lachnospiraceae bacterium	strain=1XD21-79		latest	Contig	Major	Full	2020/01/21	ASM991146v1	Chinese Academy of Science	GCA_009911465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/465/GCF_009911465.1_ASM991146v1			2.0		True	True	
GCF_009911495.1	PRJNA224116	SAMN09901019	QXXN00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=510-9		latest	Contig	Major	Full	2020/01/21	ASM991149v1	Chinese Academy of Science	GCA_009911495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/495/GCF_009911495.1_ASM991149v1			2.0		True	True	
GCF_009911505.1	PRJNA224116	SAMN09901026	QXXL00000000.1	na	1898203	1898203.0	Lachnospiraceae bacterium	strain=MGB1		latest	Contig	Major	Full	2020/01/21	ASM991150v1	Chinese Academy of Science	GCA_009911505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/505/GCF_009911505.1_ASM991150v1			2.0		True	True	
GCF_009911535.1	PRJNA224116	SAMN09901056	QWKD00000000.1	na	328812	328812.0	Parabacteroides goldsteinii	strain=526-21		latest	Contig	Major	Full	2020/01/21	ASM991153v1	Chinese Academy of Science	GCA_009911535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/535/GCF_009911535.1_ASM991153v1			2.0		True	True	
GCF_009911555.1	PRJNA224116	SAMN09901051	QWKE00000000.1	na	2304550	2304550.0	Muribaculaceae bacterium Z1	strain=Z1		latest	Contig	Major	Full	2020/01/21	ASM991155v1	Chinese Academy of Science	GCA_009911555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/555/GCF_009911555.1_ASM991155v1			2.0		True	True	
GCF_009911595.1	PRJNA224116	SAMN09901046	QWKG00000000.1	na	2304568	2304568.0	Colidextribacter sp. OB.20	strain=OB.20		latest	Contig	Major	Full	2020/01/21	ASM991159v1	Chinese Academy of Science	GCA_009911595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/595/GCF_009911595.1_ASM991159v1			2.0		True	True	
GCF_009911605.1	PRJNA224116	SAMN09901050	QWKF00000000.1	na	2304549	2304549.0	Muribaculaceae bacterium S4	strain=S4		latest	Contig	Major	Full	2020/01/21	ASM991160v1	Chinese Academy of Science	GCA_009911605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/605/GCF_009911605.1_ASM991160v1			2.0		True	True	
GCF_009911635.1	PRJNA224116	SAMN09901044	QWKH00000000.1	na	2304548	2304548.0	Muribaculaceae bacterium Z82	strain=Z82		latest	Contig	Major	Full	2020/01/21	ASM991163v1	Chinese Academy of Science	GCA_009911635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/635/GCF_009911635.1_ASM991163v1			2.0		True	True	
GCF_009911645.1	PRJNA224116	SAMN09901037	QWKI00000000.1	na	2304576	2304576.0	Pseudoflavonifractor sp. 60	strain=60		latest	Contig	Major	Full	2020/01/21	ASM991164v1	Chinese Academy of Science	GCA_009911645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/645/GCF_009911645.1_ASM991164v1			2.0		True	True	
GCF_009911675.1	PRJNA224116	SAMN09901034	QWKJ00000000.1	na	2304573	2304573.0	Neglecta sp. 59	strain=59		latest	Contig	Major	Full	2020/01/21	ASM991167v1	Chinese Academy of Science	GCA_009911675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/675/GCF_009911675.1_ASM991167v1			2.0		True	True	
GCF_009911695.1	PRJNA224116	SAMN09901030	QWKK00000000.1	na	2304571	2304571.0	Enterorhabdus sp. P55	strain=P55		latest	Contig	Major	Full	2020/01/21	ASM991169v1	Chinese Academy of Science	GCA_009911695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/695/GCF_009911695.1_ASM991169v1			2.0		True	True	
GCF_009917305.1	PRJNA224116	SAMN09901305	QWLF00000000.1	na	1796620	1796620.0	Acutalibacter muris	strain=WYJ34-Z31		latest	Contig	Major	Full	2020/01/22	ASM991730v1	Chinese Academy of Science	GCA_009917305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/917/305/GCF_009917305.1_ASM991730v1			2.0		True	True	
GCF_009917325.1	PRJNA224116	SAMN09901303	QWLH00000000.1	na	1496	1496.0	Clostridioides difficile	strain=J11		latest	Contig	Major	Full	2020/01/22	ASM991732v1	Chinese Academy of Science	GCA_009917325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/917/325/GCF_009917325.1_ASM991732v1			2.0		True	True	
GCF_009917405.1	PRJNA224116	SAMN10053194	QZED00000000.1	representative genome	2320889	2320889.0	bacterium c-19	strain=c-19		latest	Contig	Major	Full	2020/01/22	ASM991740v1	Chinese Academy of Science	GCA_009917405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/917/405/GCF_009917405.1_ASM991740v1			2.0		True	True	
GCF_009917445.1	PRJNA224116	SAMN10053192	QZEE00000000.1	representative genome	2320886	2320886.0	bacterium D16-76	strain=D16-76		latest	Contig	Major	Full	2020/01/22	ASM991744v1	Chinese Academy of Science	GCA_009917445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/917/445/GCF_009917445.1_ASM991744v1			2.0		True	True	
GCF_009917455.1	PRJNA224116	SAMN10053189	QZDS00000000.1	representative genome	2320887	2320887.0	bacterium 1xD8-48	strain=1xD8-48		latest	Contig	Major	Full	2020/01/22	ASM991745v1	Chinese Academy of Science	GCA_009917455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/917/455/GCF_009917455.1_ASM991745v1			2.0		True	True	
GCF_009917485.1	PRJNA224116	SAMN10053188	QZDT00000000.1	representative genome	2320879	2320879.0	bacterium 1xD42-62	strain=1xD42-62		latest	Contig	Major	Full	2020/01/22	ASM991748v1	Chinese Academy of Science	GCA_009917485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/917/485/GCF_009917485.1_ASM991748v1			2.0		True	True	
GCF_009917505.1	PRJNA224116	SAMN10053185	QZDV00000000.1	representative genome	2320882	2320882.0	bacterium 1XD42-94	strain=1XD42-94		latest	Contig	Major	Full	2020/01/22	ASM991750v1	Chinese Academy of Science	GCA_009917505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/917/505/GCF_009917505.1_ASM991750v1			2.0		True	True	
GCF_009917545.1	PRJNA224116	SAMN10053183	QZDW00000000.1	representative genome	2320881	2320881.0	bacterium 1XD42-76	strain=1XD42-76		latest	Contig	Major	Full	2020/01/22	ASM991754v1	Chinese Academy of Science	GCA_009917545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/917/545/GCF_009917545.1_ASM991754v1			2.0		True	True	
GCF_009917555.1	PRJNA224116	SAMN10053181	QZDX00000000.1	representative genome	2320888	2320888.0	bacterium 1XD21-13	strain=1XD21-13		latest	Contig	Major	Full	2020/01/22	ASM991755v1	Chinese Academy of Science	GCA_009917555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/917/555/GCF_009917555.1_ASM991755v1			2.0		True	True	
GCF_009917565.1	PRJNA224116	SAMN10053175	QZEA00000000.1	na	671266	671266.0	Enterorhabdus caecimuris	strain=1xD42-21		latest	Contig	Major	Full	2020/01/22	ASM991756v1	Chinese Academy of Science	GCA_009917565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/917/565/GCF_009917565.1_ASM991756v1			2.0		True	True	
GCF_009917615.1	PRJNA224116	SAMN10053179	QZDY00000000.1	representative genome	2320883	2320883.0	bacterium D16-29	strain=D16-29		latest	Contig	Major	Full	2020/01/22	ASM991761v1	Chinese Academy of Science	GCA_009917615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/917/615/GCF_009917615.1_ASM991761v1			2.0		True	True	
GCF_009917645.1	PRJNA224116	SAMN10053174	QZEB00000000.1	representative genome	2320880	2320880.0	bacterium 1xD42-11	strain=1xD42-11		latest	Contig	Major	Full	2020/01/22	ASM991764v1	Chinese Academy of Science	GCA_009917645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/917/645/GCF_009917645.1_ASM991764v1			2.0		True	True	
GCF_009927985.1	PRJNA224116	SAMN10053177	QZDZ00000000.1	na	1796610	1796610.0	Adlercreutzia muris	strain=D2-1X-25		latest	Contig	Major	Full	2020/01/24	ASM992798v1	Chinese Academy of Science	GCA_009927985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/927/985/GCF_009927985.1_ASM992798v1			2.0		True	True	
GCF_009935805.1	PRJNA224116	SAMN09901063	QWEJ00000000.1	na	2304570	2304570.0	Emergencia sp. 1XD21-50	strain=1XD21-50		latest	Contig	Major	Full	2020/01/27	ASM993580v1	Chinese Academy of Science	GCA_009935805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/935/805/GCF_009935805.1_ASM993580v1			2.0		True	True	
GCF_009935845.1	PRJNA224116	SAMN09901055	QWEK00000000.1	na	2304577	2304577.0	Pseudoflavonifractor sp. 524-17	strain=524-17		latest	Contig	Major	Full	2020/01/27	ASM993584v1	Chinese Academy of Science	GCA_009935845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/935/845/GCF_009935845.1_ASM993584v1			2.0		True	True	
GCF_009935865.1	PRJNA224116	SAMN09901054	QWEL00000000.1	na	2304575	2304575.0	Odoribacter sp. Z80	strain=Z80		latest	Contig	Major	Full	2020/01/27	ASM993586v1	Chinese Academy of Science	GCA_009935865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/935/865/GCF_009935865.1_ASM993586v1			2.0		True	True	
GCF_009935875.1	PRJNA224116	SAMN09901052	QWEM00000000.1	na	2304578	2304578.0	Turicibacter sp. TS3	strain=TS3		latest	Contig	Major	Full	2020/01/27	ASM993587v1	Chinese Academy of Science	GCA_009935875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/935/875/GCF_009935875.1_ASM993587v1			2.0		True	True	
GCF_009936035.1	PRJNA224116	SAMN09901035	QWEO00000000.1	na	2304574	2304574.0	Neglecta sp. X58	strain=X58		latest	Contig	Major	Full	2020/01/27	ASM993603v1	Chinese Academy of Science	GCA_009936035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/936/035/GCF_009936035.1_ASM993603v1			2.0		True	True	
GCF_009936045.1	PRJNA224116	SAMN09901025	QWEQ00000000.1	na	2304569	2304569.0	Emergencia sp. 1XD21-10	strain=1XD21-10		latest	Contig	Major	Full	2020/01/27	ASM993604v1	Chinese Academy of Science	GCA_009936045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/936/045/GCF_009936045.1_ASM993604v1			2.0		True	True	
GCF_009936055.1	PRJNA224116	SAMN09901033	QWEP00000000.1	na	2304572	2304572.0	Neglecta sp. 524-5	strain=524-5		latest	Contig	Major	Full	2020/01/27	ASM993605v1	Chinese Academy of Science	GCA_009936055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/936/055/GCF_009936055.1_ASM993605v1			2.0		True	True	
GCF_009936075.1	PRJNA224116	SAMN09901024	QWER00000000.1	na	2304567	2304567.0	Anaerotruncus sp. X29	strain=X29		latest	Contig	Major	Full	2020/01/27	ASM993607v1	Chinese Academy of Science	GCA_009936075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/936/075/GCF_009936075.1_ASM993607v1			2.0		True	True	
GCF_009936115.1	PRJNA224116	SAMN09901023	QWES00000000.1	na	2304566	2304566.0	Anaerotruncus sp. 80	strain=80		latest	Contig	Major	Full	2020/01/27	ASM993611v1	Chinese Academy of Science	GCA_009936115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/936/115/GCF_009936115.1_ASM993611v1			2.0		True	True	
GCF_010066845.1	PRJNA224116	SAMN10053193	QZEH00000000.1	na	57732	57732.0	Enterococcus asini	strain=J3		latest	Contig	Major	Full	2020/01/31	ASM1006684v1	Chinese Academy of Science	GCA_010066845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/066/845/GCF_010066845.1_ASM1006684v1			2.0		True	True	
GCF_010066855.1	PRJNA224116	SAMN09901302	QWLI00000000.1	na	1351	1351.0	Enterococcus faecalis	strain=1XD8-13		latest	Contig	Major	Full	2020/01/31	ASM1006685v1	Chinese Academy of Science	GCA_010066855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/066/855/GCF_010066855.1_ASM1006685v1			2.0		True	True	
GCF_010206135.1	PRJNA224116	SAMN12158250	VIQQ00000000.1	na	562	562.0	Escherichia coli	strain=Mt1B1		latest	Contig	Major	Full	2020/02/05	ASM1020613v1	Bioaster	GCA_010206135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/206/135/GCF_010206135.1_ASM1020613v1			2.0		True	True	
GCF_010206155.1	PRJNA224116	SAMN12158239	VIQR00000000.1	na	69824	69824.0	[Clostridium] cocleatum	strain=I50		latest	Contig	Major	Full	2020/02/05	ASM1020615v1	Bioaster	GCA_010206155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/206/155/GCF_010206155.1_ASM1020615v1		assembly from type material	2.0		True	True	
GCF_010206185.1	PRJNA224116	SAMN12158240	VIQS00000000.1	na	1531	1531.0	[Clostridium] clostridioforme	strain=YL32		latest	Contig	Major	Full	2020/02/05	ASM1020618v1	Bioaster	GCA_010206185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/206/185/GCF_010206185.1_ASM1020618v1			2.0		True	True	
GCF_010206195.1	PRJNA224116	SAMN12158249	VIQT00000000.1	na	169435	169435.0	Anaerotruncus colihominis	strain=JM4-15		latest	Contig	Major	Full	2020/02/05	ASM1020619v1	Bioaster	GCA_010206195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/206/195/GCF_010206195.1_ASM1020619v1			2.0		True	True	
GCF_010206225.1	PRJNA224116	SAMN12158245	VIQU00000000.1	na	1235799	1235799.0	Lachnospiraceae bacterium MD308	strain=MD308		latest	Contig	Major	Full	2020/02/05	ASM1020622v1	Bioaster	GCA_010206225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/206/225/GCF_010206225.1_ASM1020622v1			2.0		True	True	
GCF_010206235.1	PRJNA224116	SAMN12158238	VIQW00000000.1	na	328812	328812.0	Parabacteroides goldsteinii	strain=WAL12034		latest	Contig	Major	Full	2020/02/05	ASM1020623v1	Bioaster	GCA_010206235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/206/235/GCF_010206235.1_ASM1020623v1		assembly from type material	2.0		True	True	
GCF_010206265.1	PRJNA224116	SAMN12158244	VIQV00000000.1	na	2592090	2592090.0	Lachnospiraceae bacterium MD329	strain=MD329		latest	Contig	Major	Full	2020/02/05	ASM1020626v1	Bioaster	GCA_010206265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/206/265/GCF_010206265.1_ASM1020626v1			2.0		True	True	
GCF_010206285.1	PRJNA224116	SAMN12158248	VIQX00000000.1	na	1598	1598.0	Lactobacillus reuteri	strain=I49		latest	Contig	Major	Full	2020/02/05	ASM1020628v1	Bioaster	GCA_010206285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/206/285/GCF_010206285.1_ASM1020628v1			2.0		True	True	
GCF_010206295.1	PRJNA224116	SAMN12158246	VIQZ00000000.1	na	33959	33959.0	Lactobacillus johnsonii	strain=NCC533		latest	Contig	Major	Full	2020/02/05	ASM1020629v1	Bioaster	GCA_010206295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/206/295/GCF_010206295.1_ASM1020629v1			2.0		True	True	
GCF_010206315.1	PRJNA224116	SAMN12158247	VIQY00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=313		latest	Contig	Major	Full	2020/02/05	ASM1020631v1	Bioaster	GCA_010206315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/206/315/GCF_010206315.1_ASM1020631v1		assembly from type material	2.0		True	True	
GCF_010206345.1	PRJNA224116	SAMN12158241	VIRC00000000.1	na	97138	97138.0	Clostridium sp. ASF356	strain=ASF356		latest	Contig	Major	Full	2020/02/05	ASM1020634v1	Bioaster	GCA_010206345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/206/345/GCF_010206345.1_ASM1020634v1			2.0		True	True	
GCF_010206365.1	PRJNA224116	SAMN12158243	VIRA00000000.1	na	1235793	1235793.0	Lachnospiraceae bacterium MD335	strain=MD335		latest	Contig	Major	Full	2020/02/05	ASM1020636v1	Bioaster	GCA_010206365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/206/365/GCF_010206365.1_ASM1020636v1			2.0		True	True	
GCF_010206385.1	PRJNA224116	SAMN12158236	VIRE00000000.1	representative genome	85831	85831.0	Bacteroides acidifaciens	strain=A40		latest	Contig	Major	Full	2020/02/05	ASM1020638v1	Bioaster	GCA_010206385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/206/385/GCF_010206385.1_ASM1020638v1		assembly from type material	2.0		True	True	
GCF_010206415.1	PRJNA224116	SAMN12158237	VIRD00000000.1	na	1796613	1796613.0	Bacteroides caecimuris	strain=I48		latest	Contig	Major	Full	2020/02/05	ASM1020641v1	Bioaster	GCA_010206415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/206/415/GCF_010206415.1_ASM1020641v1		assembly from type material	2.0		True	True	
GCF_010208005.1	PRJNA224116	SAMN12158242	VIRB00000000.1	na	2044587	2044587.0	Schaedlerella arabinosiphila	strain=ASF 502		latest	Scaffold	Major	Full	2020/02/05	ASM1020800v1	Bioaster	GCA_010208005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/208/005/GCF_010208005.1_ASM1020800v1			2.0		True	True	
GCF_010580865.1	PRJNA224116	SAMN11618735	VKBT00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=VM2V2		latest	Contig	Major	Full	2020/02/13	ASM1058086v1	University of Alabama at Birmingham	GCA_010580865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/580/865/GCF_010580865.1_ASM1058086v1			2.0		True	True	
GCF_010580875.1	PRJNA224116	SAMN11618736	VKBS00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=VM2V3		latest	Contig	Major	Full	2020/02/13	ASM1058087v1	University of Alabama at Birmingham	GCA_010580875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/580/875/GCF_010580875.1_ASM1058087v1			2.0		True	True	
GCF_010580885.1	PRJNA224116	SAMN11618732	VKBW00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=VM1V2		latest	Contig	Major	Full	2020/02/13	ASM1058088v1	University of Alabama at Birmingham	GCA_010580885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/580/885/GCF_010580885.1_ASM1058088v1			2.0		True	True	
GCF_010580895.1	PRJNA224116	SAMN11618734	VKBU00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=VM2F3		latest	Contig	Major	Full	2020/02/13	ASM1058089v1	University of Alabama at Birmingham	GCA_010580895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/580/895/GCF_010580895.1_ASM1058089v1			2.0		True	True	
GCF_010580905.1	PRJNA224116	SAMN11618733	VKBV00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=VM1V3		latest	Contig	Major	Full	2020/02/13	ASM1058090v1	University of Alabama at Birmingham	GCA_010580905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/580/905/GCF_010580905.1_ASM1058090v1			2.0		True	True	
GCF_010580965.1	PRJNA224116	SAMN11618728	VKCA00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=VM1F1		latest	Contig	Major	Full	2020/02/13	ASM1058096v1	University of Alabama at Birmingham	GCA_010580965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/580/965/GCF_010580965.1_ASM1058096v1			2.0		True	True	
GCF_010580985.1	PRJNA224116	SAMN11618727	VKCB00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=SM2V2		latest	Contig	Major	Full	2020/02/13	ASM1058098v1	University of Alabama at Birmingham	GCA_010580985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/580/985/GCF_010580985.1_ASM1058098v1			2.0		True	True	
GCF_010580995.1	PRJNA224116	SAMN11618730	VKBY00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=VM1F3		latest	Contig	Major	Full	2020/02/13	ASM1058099v1	University of Alabama at Birmingham	GCA_010580995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/580/995/GCF_010580995.1_ASM1058099v1			2.0		True	True	
GCF_010581005.1	PRJNA224116	SAMN11618731	VKBX00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=VM1V1		latest	Contig	Major	Full	2020/02/13	ASM1058100v1	University of Alabama at Birmingham	GCA_010581005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/581/005/GCF_010581005.1_ASM1058100v1			2.0		True	True	
GCF_010581015.1	PRJNA224116	SAMN11618726	VKCC00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=SM2V1		latest	Contig	Major	Full	2020/02/13	ASM1058101v1	University of Alabama at Birmingham	GCA_010581015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/581/015/GCF_010581015.1_ASM1058101v1			2.0		True	True	
GCF_010581065.1	PRJNA224116	SAMN11618725	VKCD00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=SM2F2		latest	Contig	Major	Full	2020/02/13	ASM1058106v1	University of Alabama at Birmingham	GCA_010581065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/581/065/GCF_010581065.1_ASM1058106v1			2.0		True	True	
GCF_010581085.1	PRJNA224116	SAMN11618723	VKCF00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=SM1F1		latest	Contig	Major	Full	2020/02/13	ASM1058108v1	University of Alabama at Birmingham	GCA_010581085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/581/085/GCF_010581085.1_ASM1058108v1			2.0		True	True	
GCF_010581105.1	PRJNA224116	SAMN11618722	VKCG00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=3V2P2		latest	Contig	Major	Full	2020/02/13	ASM1058110v1	University of Alabama at Birmingham	GCA_010581105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/581/105/GCF_010581105.1_ASM1058110v1			2.0		True	True	
GCF_010581115.1	PRJNA224116	SAMN11618724	VKCE00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=SM1F2		latest	Contig	Major	Full	2020/02/13	ASM1058111v1	University of Alabama at Birmingham	GCA_010581115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/581/115/GCF_010581115.1_ASM1058111v1			2.0		True	True	
